"bitermId", "word1", "word2", "tf","sim"
1377,"美国","国家",38,0.387699,
1378,"强","夺冠",49,0.132523,
1379,"主场","负",44,0.262834,
1380,"兰州","成立",36,0.17664,
1381,"时间","曼联",84,0.192834,
1382,"篮网","猛龙",43,0.509346,
1383,"事件","最后",51,0.153383,
1384,"客机","架",65,0.523139,
1385,"火箭","老鹰",37,0.375023,
1386,"赛季","成为",33,0.189298,
1387,"欧冠","今晚",53,0.0407648,
1388,"欧冠","巴塞罗那",45,0.507069,
1389,"中国","爱",70,0.050662,
1390,"疑似","海域",51,0.154845,
1391,"皇马","强",112,0.132057,
1392,"马航","记者",50,0.146027,
1393,"交通","早晚",32,0.204874,
1394,"抢","抹黑",60,0.322869,
1395,"时间","首回合",69,0.0195954,
1396,"中国","海军",77,0.173356,
1397,"吃","上网",43,0.12396,
1398,"出租车","行车",123,0.35355,
1399,"客机","当地",42,0.12801,
1400,"支持","国内",37,0.305165,
1401,"用户","出租车",33,0.309157,
1402,"飞机","确认",61,0.160603,
1403,"拜仁","第二",31,0.109476,
1404,"兰州","国家",95,0.0135099,
1405,"吃","北京",33,0.0309935,
1406,"马航","准备",33,0.040906,
1407,"微软","面临",44,0.201814,
1408,"黑匣子","中方",42,0.274922,
1409,"舌尖","广告",50,0.157702,
1410,"北京","曼联",56,0.044649,
1411,"头条","抹黑",60,0.32323,
1412,"破门","克罗斯",41,0.0953558,
1413,"马航","发生",158,0.169015,
1414,"航","搜救",33,0.238529,
1415,"软件","消息",61,0.305141,
1416,"中国","等待",38,0.0388483,
1417,"纪录","篮板",31,0.302604,
1418,"比赛","排名",33,0.323676,
1419,"马来西亚","联",139,0.175685,
1420,"欧冠","体育",85,0.144408,
1421,"欧冠","周",43,0.187377,
1422,"挑战赛","落败",33,0.219536,
1423,"皇马","晋级",102,0.185584,
1424,"自来水","问",31,0.00890926,
1425,"球队","篮球",46,0.362222,
1426,"中国","北京",88,0.586073,
1427,"唱","韩磊",40,0.393755,
1428,"中国","最大",61,0.213702,
1429,"自流","集团公司",33,0.304838,
1430,"中国","线索",34,0.0513085,
1431,"乘客","小时",37,0.309565,
1432,"发现","信号",135,0.144523,
1433,"进行","挑战",73,0.273248,
1434,"季后赛","山猫",57,0.285084,
1435,"兰州市","七里河区",52,0.577197,
1436,"以上","蔬菜",50,0.195842,
1437,"兰州","点",117,0.0328472,
1438,"市民","诉讼",31,0.171782,
1439,"欧冠","吃",45,0.0362017,
1440,"北京","冠军联赛",35,0.0375281,
1441,"文章","半天",40,0.0784236,
1442,"电脑","保护",170,0.0769008,
1443,"兰州","自来水",908,0.198683,
1444,"分钟","回合",55,0.305866,
1445,"搜寻","舰",32,0.0530374,
1446,"出租车","使用",136,0.19431,
1447,"点","晚上",65,0.407761,
1448,"打车","朋友",40,0.124232,
1449,"苯","国家",81,0.0332215,
1450,"点","下车",50,0.144786,
1451,"兰州","起诉",93,0.0135106,
1452,"服务","企业",35,0.367283,
1453,"打车","遇到",78,0.0591133,
1454,"吃","喝",67,0.744648,
1455,"对阵","季后赛",63,0.436543,
1456,"支持","操作系统",80,0.373076,
1457,"中国","马来西亚",358,0.288992,
1458,"热火","步行者",58,0.68339,
1459,"加油","思考",31,0.0921978,
1460,"欧冠","打入",60,0.576525,
1461,"点","人们",37,0.205109,
1462,"加油","挺住",33,0.364374,
1463,"马航","微",67,0.0932089,
1464,"兰州","幼儿园",39,0.0646592,
1465,"水","问题",46,0.0950786,
1466,"睁眼","横批",42,0.206854,
1467,"赛季","马德里",37,0.322705,
1468,"抹黑","价值",45,0.228438,
1469,"主场","火箭",37,0.210264,
1470,"赛季","客场",44,0.535708,
1471,"出轨","菲律宾",52,0.00671714,
1472,"污染","环境",31,0.456734,
1473,"歌手","完美",31,0.13902,
1474,"政府","问题",45,0.299426,
1475,"次","焦点",45,0.165296,
1476,"歌手","邓紫棋",156,0.526456,
1477,"飞机","疑似",54,0.200031,
1478,"拜仁","助攻",67,0.475832,
1479,"主场","克罗斯",41,0.102614,
1480,"司机","拒载",45,0.520314,
1481,"次","首回合",71,0.206541,
1482,"点","脚步",38,0.187164,
1483,"收","挣钱",32,0.300249,
1484,"推荐","文",95,0.0671996,
1485,"发现","公司",43,0.0554506,
1486,"中国","一次",49,0.143215,
1487,"影响","抹黑",50,0.22588,
1488,"文章","上联",107,0.164357,
1489,"继续","工作",45,0.328096,
1490,"加入","煮",31,0.0769558,
1491,"中国","感觉",85,0.107851,
1492,"继续","挣钱",32,0.203696,
1493,"决赛","多特蒙德",38,0.405765,
1494,"球员","真实",37,0.0629646,
1495,"上车","计价器",33,0.287882,
1496,"山竹","果",84,0.298629,
1497,"继续","宣布",32,0.352224,
1498,"出租车","电",63,0.131979,
1499,"兰州","余",64,0.0869142,
1500,"喜欢","张杰",40,0.0825281,
1501,"飞机","机上",79,0.50749,
1502,"曼联","强",77,0.0953035,
1503,"时间","公司",31,0.165895,
1504,"第二季","人们",34,0.00808805,
1505,"舌尖","外国人",31,0.0553829,
1506,"马航","表示",146,0.171778,
1507,"中国","第二集",83,0.122852,
1508,"歌手","观众",40,0.241501,
1509,"主场","进球",53,0.422956,
1510,"中国","调查",36,0.224634,
1511,"马航","通话",43,0.223916,
1512,"皇马","足球",35,0.3744,
1513,"中国","失事",54,0.00554076,
1514,"打车","电调",110,0.157903,
1515,"车","大陆",33,0.12053,
1516,"容易","下车",67,0.0616361,
1517,"报道","正式",31,0.126518,
1518,"小伙子","睁眼",106,0.134274,
1519,"容易","保安",33,0.00697234,
1520,"马刺","小牛",68,0.734224,
1521,"次","争夺",37,0.0926839,
1522,"搜索","结束",32,0.028754,
1523,"苯","公布",32,0.0510577,
1524,"飞机","得到",38,0.110613,
1525,"拜仁","大胜",32,0.42288,
1526,"超标","集团",55,0.0822262,
1527,"中国","搅拌",31,0.0165739,
1528,"软件","同样",61,0.189489,
1529,"面","山东",63,0.0318187,
1530,"系统","正式",130,0.234604,
1531,"支持","艺术",43,0.129444,
1532,"最后","队",43,0.135377,
1533,"失联","脉冲",45,0.0493905,
1534,"打车","一天",106,0.125592,
1535,"攻破","攻防",48,0.182956,
1536,"安全","停止",65,0.214828,
1537,"失联","飞行",50,0.240051,
1538,"支持","退役",64,0.0335107,
1539,"马","失踪",67,0.0449588,
1540,"舌尖","文化",130,0.115645,
1541,"兰州市","中心",93,0.190721,
1542,"比赛","火箭",77,0.235284,
1543,"停止","支持",214,0.268773,
1544,"进","平",49,0.149376,
1545,"曼联","未来",33,0.125173,
1546,"吃","一下",62,0.330714,
1547,"拜仁","晋级",82,0.205861,
1548,"快船","马刺",47,0.596845,
1549,"比赛","顶级",32,0.25017,
1550,"雷霆","山猫",32,0.288379,
1551,"事件","美国",52,0.192879,
1552,"搜寻","海域",95,0.113846,
1553,"补贴","降低",39,0.425239,
1554,"兰州","买",31,0.134778,
1555,"石化","所致",54,0.121279,
1556,"元","容易",41,0.0530654,
1557,"皇马","回合",78,0.3061,
1558,"微软","补丁",69,0.552927,
1559,"自来水","泄露",34,0.0751448,
1560,"赛季","欧洲",79,0.325722,
1561,"航班","消息",68,0.302779,
1562,"兰州市","微克",93,0.0785034,
1563,"打车","外",34,0.0668271,
1564,"马","证据",32,0.0615162,
1565,"打车","处",35,0.0145308,
1566,"中国","发生",70,0.17136,
1567,"抹黑","菲律宾",60,0.132627,
1568,"兰州","下",110,0.0507179,
1569,"限制","方法",32,0.282253,
1570,"系统","退出",49,0.0386857,
1571,"助攻","鲁尼",56,0.389449,
1572,"飞机","所有",41,0.219254,
1573,"争夺","战在",39,0.164684,
1574,"马","真是",60,0.066709,
1575,"马航","探测",45,0.140756,
1576,"阿森纳","欧洲",33,0.257288,
1577,"北京","罗",37,0.0270018,
1578,"提供","技术支持",32,0.379075,
1579,"海域","越南",78,0.246165,
1580,"打车","地方",34,0.0587136,
1581,"决赛","进",45,0.140001,
1582,"超标","公布",33,0.269255,
1583,"美食","水",38,0.133208,
1584,"篮网","老鹰",36,0.560682,
1585,"污染","事故",42,0.35517,
1586,"最后","停止",39,0.206023,
1587,"中国","买",49,0.108811,
1588,"客机","协助",60,0.0495187,
1589,"马航","真相",130,0.173443,
1590,"中国","下",147,0.111574,
1591,"马航","美国",169,0.150762,
1592,"中国","万",149,0.0843447,
1593,"最后","不停",33,0.259158,
1594,"马","奥巴马",84,0.0423555,
1595,"表示","负责人",37,0.196538,
1596,"球场","厄齐尔",39,0.132979,
1597,"打车","降低",75,0.125407,
1598,"欧冠","无缘",100,0.629628,
1599,"中国","电脑",82,0.198025,
1600,"航","印度洋",36,0.123932,
1601,"公司","石化",45,0.274145,
1602,"巴黎","点球",49,0.157071,
1603,"舌尖","使用",32,0.127829,
1604,"平台","要求",32,0.144323,
1605,"航班","人员",45,0.26002,
1606,"波","基",57,0.393434,
1607,"中国","受到",32,0.129374,
1608,"马航","显示",65,0.197291,
1609,"市民","法院",42,0.30114,
1610,"拜仁","马德里",76,0.439789,
1611,"舌尖","时间",47,0.0789164,
1612,"黑客","安全软件",35,0.388251,
1613,"美食","油",43,0.163916,
1614,"消息","失事",33,0.183632,
1615,"中国","支持",69,0.22845,
1616,"一路","挣钱",32,0.139792,
1617,"搜寻","澳大利亚",149,0.138775,
1618,"球场","欧洲",62,0.178892,
1619,"皇马","总比分",46,0.517818,
1620,"微软","用户",512,0.556159,
1621,"马航","报",90,0.164609,
1622,"马","空军",46,0.0836716,
1623,"补贴","每天",47,0.295017,
1624,"客机","状况",50,0.194508,
1625,"第二季","点",72,0.144651,
1626,"航班","超过",44,0.254977,
1627,"飞机","客机",233,0.791698,
1628,"中国","亿",111,0.139141,
1629,"焦点","争夺",42,0.21214,
1630,"处","计价器",32,0.103624,
1631,"舌尖","蜂蜜",89,0.220083,
1632,"歌手","参加",32,0.194051,
1633,"强","回合",31,0.220847,
1634,"舌尖","凤凰",53,0.0109915,
1635,"马来西亚","航班",188,0.146257,
1636,"中国","值得",33,0.134186,
1637,"山猫","步行者",35,0.363545,
1638,"次","客场",60,0.305826,
1639,"点","手机",33,0.187314,
1640,"次","晋级",49,0.0170702,
1641,"打车","使用",292,0.133499,
1642,"美食","脚步",48,0.117925,
1643,"马","当地",34,0.128759,
1644,"兰州市","污染",64,0.216125,
1645,"打车","完",67,0.123428,
1646,"政府","水",81,0.0420016,
1647,"马航","消息",163,0.273877,
1648,"宣布","提供",36,0.227241,
1649,"中国","准备",72,0.146405,
1650,"打车","路上",41,0.165925,
1651,"欧冠","首发",33,0.384898,
1652,"客场","助攻",48,0.485707,
1653,"马航","游客",52,0.117591,
1654,"马刺","热火",36,0.8001,
1655,"兰州","检查",42,0.107018,
1656,"东莞","横批",83,0.102646,
1657,"打车","执行",64,0.0303822,
1658,"支持","今后",32,0.260492,
1659,"超标","集团公司",36,0.14549,
1660,"拜仁","前锋",32,0.349954,
1661,"欧冠","背景",32,0.0100296,
1662,"中国","节目",104,0.200576,
1663,"系","所致",55,0.111005,
1664,"补贴","发出",37,0.115332,
1665,"家属","安排",32,0.333508,
1666,"欧冠","梦",55,0.0263226,
1667,"今晚","播出",59,0.300807,
1668,"表示","补贴",52,0.230356,
1669,"点","频道",94,0.188969,
1670,"兰州","地下",76,0.0623078,
1671,"自来水","部门",39,0.151711,
1672,"对阵","范佩西",40,0.33216,
1673,"亿","亿元",45,0.66868,
1674,"微软","之后",38,0.245053,
1675,"破门","点球",34,0.640148,
1676,"马","政府",154,0.141966,
1677,"兰州","小时",149,0.144541,
1678,"决赛","电话",45,0.0490426,
1679,"客机","家属",55,0.0596146,
1680,"综合","新区",32,0.305319,
1681,"客机","起飞",70,0.565863,
1682,"苯","超出",36,0.0218783,
1683,"提供","退休",40,0.0638833,
1684,"兰州","举办",71,0.0172062,
1685,"中国","陕西",41,0.248659,
1686,"客机","越南",58,0.202192,
1687,"吃","好吃",55,0.646074,
1688,"拯救","牛",40,0.0175542,
1689,"回合","凌晨",37,0.128899,
1690,"东部","篮网",41,0.235515,
1691,"马来西亚","显示",40,0.0819738,
1692,"皇马","梅西",36,0.498459,
1693,"继续","厂商",36,0.161953,
1694,"用户","流量",68,0.483694,
1695,"出租车","交通",37,0.348229,
1696,"皇马","连续",54,0.321625,
1697,"用户","拖",32,0.0505276,
1698,"公司","水务",90,0.238476,
1699,"调查","降落",32,0.181915,
1700,"微软","提供",166,0.314359,
1701,"点","高峰",50,0.208953,
1702,"客机","确认",41,0.197525,
1703,"兰州","北京",47,0.438335,
1704,"袭击","穿",46,0.116562,
1705,"祈祷","思考",33,0.233449,
1706,"助攻","点球",37,0.533187,
1707,"事件","导致",38,0.295366,
1708,"足球","战在",44,0.0311898,
1709,"展开","战在",54,0.0369534,
1710,"软件","乘客",256,0.145667,
1711,"欧冠","半决赛",198,0.603817,
1712,"影响","以上",33,0.181531,
1713,"整个","牛奶",31,0.016538,
1714,"报道","表示",41,0.368322,
1715,"马航","失联",534,0.548214,
1716,"春晚","加油",31,0.231567,
1717,"强","睁眼",42,0.197255,
1718,"舌尖","菜",105,0.362409,
1719,"主场","晋级",50,0.230409,
1720,"平台","电",52,0.0986974,
1721,"米兰","冠军联赛",31,0.228186,
1722,"横批","下联",54,0.648456,
1723,"电脑","攻防",38,0.124661,
1724,"威立雅","检测",79,0.0425123,
1725,"兰州","联合",36,0.154672,
1726,"文章","骂",77,0.200147,
1727,"美食","情感",34,0.0663338,
1728,"手机","流量",55,0.262389,
1729,"联","航班",150,0.0797148,
1730,"马","北京",80,0.0235496,
1731,"比赛","错过",36,0.274363,
1732,"下载","流量",88,0.315801,
1733,"回合","冠军联赛",38,0.267113,
1734,"蓝鳍","金枪鱼",42,0.767496,
1735,"舌尖","纪录",61,0.0108484,
1736,"失联","人员",58,0.228917,
1737,"飞机","问题",41,0.248058,
1738,"软件","数据",36,0.400744,
1739,"主场","足球",42,0.34027,
1740,"卫星","区",38,0.254786,
1741,"问题","解决",39,0.501179,
1742,"比赛","冠军",37,0.429217,
1743,"球队","实力",50,0.30591,
1744,"联","抵达",35,0.084788,
1745,"失联","政府",48,0.0327827,
1746,"挣钱","那位",32,0.376445,
1747,"欧冠","红魔",62,0.218052,
1748,"搜索","杰克逊",31,0.0749205,
1749,"停止","继续",102,0.559854,
1750,"皇马","切尔西",205,0.643107,
1751,"导致","旅行团",39,0.00779316,
1752,"展开","焦点",57,0.279335,
1753,"下","报",79,0.0440011,
1754,"下","抢",32,0.0677872,
1755,"文章","珍惜",141,0.147502,
1756,"原因","查明",31,0.193525,
1757,"飞机","区域",31,0.217766,
1758,"旅游","经济",46,0.360971,
1759,"元","支付",38,0.291065,
1760,"决赛","替补",32,0.3591,
1761,"停止","电脑",136,0.12436,
1762,"欧冠","对阵",225,0.609969,
1763,"拜仁","球场",75,0.372229,
1764,"遇到","呦",63,0.019697,
1765,"世界","活动",47,0.250585,
1766,"客机","国家",41,0.160553,
1767,"中国","真相",43,0.115143,
1768,"客机","机场",49,0.466619,
1769,"马航","无",57,0.0753458,
1770,"搜救","行动",78,0.431867,
1771,"司机","调查",42,0.178645,
1772,"小伙子","失望",31,0.0216465,
1773,"巴萨","晋级",33,0.154706,
1774,"搜寻","投入",51,0.0551931,
1775,"打车","出租车",500,0.497043,
1776,"名","穿",38,0.023259,
1777,"雷霆","勇士",42,0.396601,
1778,"中国","行动",63,0.163735,
1779,"联赛","对阵",31,0.463551,
1780,"时间","赛季",107,0.19271,
1781,"中国","四川",33,0.373433,
1782,"决赛","迎战",35,0.354001,
1783,"球","进",84,0.0508912,
1784,"服务","保护",48,0.235328,
1785,"决赛","马德里",74,0.297095,
1786,"吃","水",36,0.159885,
1787,"马","信息",37,0.0319881,
1788,"飞机","下",68,0.206877,
1789,"小时","搜救",41,0.28697,
1790,"冠军","欧洲",46,0.19047,
1791,"打车","每天",142,0.32643,
1792,"检查","执法",44,0.338316,
1793,"客场","篮板",40,0.443896,
1794,"比赛","成为",69,0.166462,
1795,"决赛","诺",36,0.00838789,
1796,"表示","支持",33,0.377972,
1797,"系统","电脑",155,0.381314,
1798,"决赛","打入",60,0.39364,
1799,"打车","消息",164,0.012597,
1800,"欧冠","助攻",159,0.511574,
1801,"马来西亚","宣布",43,0.220459,
1802,"正式","退役",94,0.238942,
1803,"联赛","克罗斯",33,0.0390181,
1804,"马航","英国",33,0.138935,
1805,"中国","一起",51,0.0573973,
1806,"补贴","获悉",36,0.0768079,
1807,"马航","事件",545,0.225952,
1808,"报道","提供",35,0.192244,
1809,"电脑","安全软件",38,0.315174,
1810,"小伙子","下联",37,0.0654076,
1811,"今晚","央视",49,0.305053,
1812,"安全","迫降",35,0.19714,
1813,"欧冠","做到",35,0.0864608,
1814,"冠军","韩磊",33,0.17402,
1815,"飞机","进行",35,0.245584,
1816,"曼联","夜",32,0.101086,
1817,"点","播出",75,0.159231,
1818,"苯","石油",36,0.180793,
1819,"中国","第一集",180,0.114105,
1820,"马来西亚","内容",44,0.127903,
1821,"进球","助攻",54,0.622804,
1822,"中国","方式",56,0.214815,
1823,"热火","公牛",52,0.637473,
1824,"搜救","范围",32,0.104197,
1825,"亿元","增长",37,0.326509,
1826,"搜寻","航班",143,0.154114,
1827,"失联","机上",38,0.419868,
1828,"补贴","活动",70,0.327468,
1829,"用户","操作系统",144,0.586458,
1830,"舌尖","记得",32,0.104838,
1831,"场","阿森纳",82,0.275017,
1832,"中国","地方",53,0.207111,
1833,"马航","拯救",532,0.0354068,
1834,"飞机","信号",86,0.251732,
1835,"检测","升",80,0.0208185,
1836,"航班","飞行",50,0.416411,
1837,"球","负",77,0.232343,
1838,"歌手","歌曲",37,0.581976,
1839,"打车","电话",109,0.235339,
1840,"舌尖","记忆",52,0.19584,
1841,"公司","严重",36,0.038822,
1842,"出租车","遇到",53,0.117947,
1843,"巴萨","曼城",59,0.399373,
1844,"回合","米兰",51,0.175772,
1845,"电脑","升级",53,0.273984,
1846,"出租车","平台",53,0.153347,
1847,"兰州","quot",161,0.0285294,
1848,"乘客","显示",80,0.25035,
1849,"拜仁","巴萨",119,0.305587,
1850,"下","小",40,0.0665686,
1851,"水","微克",62,0.291266,
1852,"马航","牛奶",31,0.05457,
1853,"打车","最后",42,0.00327303,
1854,"中国","发现",121,0.0950595,
1855,"欧冠","波",61,0.0460307,
1856,"事件","问",55,0.0396051,
1857,"马航","单曲",42,0.0509991,
1858,"中国","自然",33,0.199994,
1859,"宣布","官方",81,0.29777,
1860,"飞机","大清早",61,0.00842382,
1861,"容易","挣钱",65,0.0701819,
1862,"兰州","组织",49,0.0723213,
1863,"用户","愿",66,0.0380046,
1864,"决赛","晋级",61,0.528161,
1865,"水务","集团",65,0.271163,
1866,"下","切尔西",41,0.0672436,
1867,"欧冠","较量",49,0.21419,
1868,"搜寻","海军",39,0.110586,
1869,"黑匣子","印度洋",83,0.268294,
1870,"小伙子","横批",42,0.0961637,
1871,"热火","灰熊",40,0.678532,
1872,"马航","山竹",69,0.0797313,
1873,"季后赛","小牛",58,0.547391,
1874,"钱","挣钱",64,0.426428,
1875,"飞机","黑匣子",140,0.471801,
1876,"舌尖","小时",40,0.0692782,
1877,"飞机","联合",40,0.125339,
1878,"中国","今晚",107,0.0512521,
1879,"舌尖","转",48,0.0590299,
1880,"打车","升级",47,0.105096,
1881,"容易","大叔",33,0.107139,
1882,"软件","支持",39,0.339187,
1883,"兰州","环保",55,0.00266737,
1884,"中国","宣布",75,0.182324,
1885,"中国","纪录",43,0.154825,
1886,"火箭","奇才",37,0.0553081,
1887,"东部","灰熊",31,0.190011,
1888,"拜仁","厄齐尔",42,0.439144,
1889,"发现","漂浮物",52,0.357215,
1890,"吃","桌面",36,0.105711,
1891,"回家","回",39,0.378862,
1892,"工地","袭击",125,0.145963,
1893,"拜仁","成为",40,0.171294,
1894,"司机","开车",77,0.519413,
1895,"升级","操作系统",54,0.355856,
1896,"安全","厂商",73,0.221492,
1897,"宣传","举办",31,0.302391,
1898,"元","官方",43,0.0159193,
1899,"确认","海巡",41,0.165543,
1900,"巴黎","夺冠",35,0.139941,
1901,"中国","服务",154,0.212578,
1902,"司机","小时",47,0.210762,
1903,"支持","容易",44,0.147195,
1904,"舌尖","地方",32,0.0728308,
1905,"决赛","进行",44,0.134423,
1906,"打车","停",47,0.373616,
1907,"成为","攻破",49,0.0618382,
1908,"搜救","舰",54,0.263752,
1909,"曼联","场",54,0.234917,
1910,"乘客","美国",63,0.136359,
1911,"中国","市场",53,0.241694,
1912,"中国","传统",85,0.301698,
1913,"比赛","公里",35,0.0744299,
1914,"雷霆","开拓者",41,0.1027,
1915,"吃","半夜",43,0.358354,
1916,"马航","文章",454,0.0579996,
1917,"歌手","尊重",46,0.101797,
1918,"对阵","火箭",38,0.158671,
1919,"航班","一架",35,0.467438,
1920,"万","亿",102,0.750852,
1921,"搜寻","海底",33,0.138554,
1922,"元","平台",39,0.0320536,
1923,"用户","官方",35,0.340152,
1924,"主场","双方",33,0.222097,
1925,"电脑","推出",69,0.259909,
1926,"航","上联",38,0.101331,
1927,"失联","黑匣子",140,0.462907,
1928,"搜寻","搜索",175,0.546697,
1929,"放弃","坚守",42,0.388106,
1930,"全","祈祷",59,0.0820953,
1931,"国家","污染",32,0.231265,
1932,"面","鱼",81,0.0810947,
1933,"失联","搜寻",143,0.210878,
1934,"欧冠","扑",49,0.26813,
1935,"兰州","检测",172,0.110505,
1936,"钱","上车",36,0.19049,
1937,"gt","试听",50,0.104712,
1938,"检查","禁令",48,0.198414,
1939,"欧冠","神奇",43,0.0439914,
1940,"正式","宣布",100,0.541303,
1941,"超标","矿泉水",39,0.413292,
1942,"失联","消息",80,0.296293,
1943,"马航","跟踪",57,0.0817941,
1944,"出租车","部门",50,0.178239,
1945,"事件","发表",66,0.173061,
1946,"拜仁","总比分",33,0.538177,
1947,"超标","查明",38,0.303486,
1948,"舌尖","第二集",109,0.215046,
1949,"搜寻","信息",33,0.16638,
1950,"欧冠","战",42,0.247192,
1951,"发现","消息",34,0.150769,
1952,"巴黎","负",34,0.0971358,
1953,"马航","最后",98,0.0284954,
1954,"严重","出厂",44,0.100792,
1955,"打车","元",405,0.0128242,
1956,"决赛","竞技",49,0.316167,
1957,"打车","先",48,0.0571878,
1958,"加","锅",32,0.175226,
1959,"污染","水质",42,0.657965,
1960,"切尔西","对阵",90,0.478646,
1961,"搜索","日讯",42,0.0999817,
1962,"欧冠","拜",76,0.0829758,
1963,"打车","调整",119,0.158918,
1964,"马","昆明",158,0.0275919,
1965,"自来水","自流",156,0.331679,
1966,"微软","退休",114,0.205451,
1967,"点","两个",43,0.20328,
1968,"回家","买",38,0.319525,
1969,"季后赛","东部",62,0.258126,
1970,"次","竞技",32,0.214542,
1971,"下车","处",34,0.186164,
1972,"搜寻","疑似",83,0.175544,
1973,"舌尖","跳跳",43,0.259948,
1974,"吃","食物",55,0.587111,
1975,"时间","焦点",41,0.0873564,
1976,"马","下联",76,0.00529317,
1977,"赛季","巴黎",32,0.187277,
1978,"飞机","文章",623,0.074604,
1979,"事件","顶",39,0.0870262,
1980,"第二季","食物",60,0.145655,
1981,"报道","搜救",70,0.202664,
1982,"搜索","天气",46,0.237211,
1983,"马航","表现",36,0.00343518,
1984,"含量","饮用",31,0.499772,
1985,"污染","石油",31,0.40337,
1986,"进行","搜索",48,0.262017,
1987,"美国","搜救",68,0.122266,
1988,"搜寻","重点",68,0.0695728,
1989,"文章","春晚",276,0.23912,
1990,"手机","影响",48,0.0358251,
1991,"赛季","竞技",35,0.344999,
1992,"拜仁","消息",33,0.127114,
1993,"线索","指向",37,0.220358,
1994,"万","补贴",108,0.288928,
1995,"发现","天气",39,0.139623,
1996,"欧冠","比分",107,0.350771,
1997,"司机","收",33,0.0618519,
1998,"正式","操作系统",72,0.208489,
1999,"抵达","大熊猫",47,0.0759032,
2000,"服务","使用",81,0.290827,
2001,"安全","公司",42,0.144803,
2002,"兰州","水厂",104,0.283757,
2003,"电脑","xp",83,0.336318,
2004,"赛季","进球",139,0.611066,
2005,"马航","黑匣子",236,0.540559,
2006,"微软","防护",53,0.136365,
2007,"舌尖","一部",61,0.124652,
2008,"下","完",33,0.19803,
2009,"吃","拉面",60,0.469388,
2010,"晚安","通话",55,0.179398,
2011,"打车","公交",42,0.425298,
2012,"破门","比分",48,0.352369,
2013,"飞机","证实",43,0.155267,
2014,"水务","微克",86,0.244912,
2015,"皇马","时间",69,0.19743,
2016,"含量","检测",104,0.386717,
2017,"中国","推荐",64,0.099309,
2018,"中国","电视",37,0.08809,
2019,"客机","南",105,0.0605011,
2020,"联","澳大利亚",64,0.178056,
2021,"打车","块钱",34,0.395211,
2022,"兰州","调查",74,0.0316095,
2023,"马航","失踪",189,0.359005,
2024,"微软","问题",49,0.250784,
2025,"时间","凌晨",80,0.254312,
2026,"软件","服务",127,0.283443,
2027,"拯救","马伊利",44,0.0119644,
2028,"球","胜",54,0.148295,
2029,"遭","数百名",45,0.346132,
2030,"皇马","抽签",64,0.181969,
2031,"警方","指向",48,0.151607,
2032,"自来水","矿泉水",42,0.412147,
2033,"自来水","出现",33,0.00521907,
2034,"马航","宣布",39,0.254594,
2035,"打车","发",38,0.197478,
2036,"足球","梦",38,0.0780162,
2037,"事件","表示",48,0.250789,
2038,"消息","发布",40,0.326651,
2039,"火箭","西部",65,0.100009,
2040,"美食","放",48,0.0606416,
2041,"昆明","下联",76,0.101101,
2042,"打车","召",84,0.0313984,
2043,"兰州","造谣",37,0.14605,
2044,"微软","盾",31,0.00930355,
2045,"决赛","八强",34,0.677517,
2046,"横批","马伊俐",34,0.283297,
2047,"马航","次",35,0.113965,
2048,"航班","工作",32,0.162972,
2049,"北京","欧洲",41,0.303804,
2050,"攻破","防护",32,0.0874922,
2051,"点球","替补",36,0.521659,
2052,"世界","专家",50,0.127865,
2053,"曼联","首回合",77,0.41321,
2054,"舌尖","播出",192,0.273385,
2055,"进行","对阵",43,0.165732,
2056,"微软","操作系统",190,0.651772,
2057,"今晚","开播",57,0.241897,
2058,"决赛","迭戈",33,0.205283,
2059,"使用","南京",39,0.0788728,
2060,"兰州","负责人",34,0.191646,
2061,"拉面","日本",36,0.296722,
2062,"决赛","分钟",74,0.240753,
2063,"舌尖","最后",38,0.0380895,
2064,"珍惜","行",57,0.0322473,
2065,"自来水","管道",84,0.45146,
2066,"搜寻","海巡",120,0.122431,
2067,"设备","行车",33,0.315344,
2068,"整个","春晚",133,0.111572,
2069,"马航","一天",32,0.0889337,
2070,"乘客","家属",306,0.319952,
2071,"切尔西","北京",75,0.138678,
2072,"显示","上车",34,0.157009,
2073,"决赛","蓝军",61,0.151766,
2074,"自来水","严重",113,0.263015,
2075,"中国","家乡",71,0.16988,
2076,"中国","兰州市",46,0.148056,
2077,"线索","山竹",42,0.0384554,
2078,"打车","享受",42,0.17433,
2079,"游客","游",31,0.186415,
2080,"兰州","问题",141,0.031256,
2081,"兰州","召开",60,0.159507,
2082,"第二季","综合",34,0.114316,
2083,"升级","更新",31,0.557114,
2084,"巴萨","队",103,0.131802,
2085,"阿森纳","克罗斯",82,0.156026,
2086,"兰州","旅游",78,0.157028,
2087,"文章","价值",45,0.22204,
2088,"欧冠","杯",54,0.406376,
2089,"中国","微软",217,0.239289,
2090,"微软","经典",31,0.15391,
2091,"至少","袭击",33,0.234397,
2092,"欧冠","世界杯",44,0.589618,
2093,"司机","换",32,0.213696,
2094,"失联","一个月",32,0.245923,
2095,"打车","哭",39,0.205109,
2096,"客机","范围",45,0.173541,
2097,"挑战赛","黑客",55,0.057415,
2098,"腾讯","黑客",102,0.347434,
2099,"第二季","第一季",85,0.912985,
2100,"凤凰","传奇",45,0.385272,
2101,"电脑","正式",72,0.12359,
2102,"晋级","总比分",41,0.384998,
2103,"用户","提供",167,0.440264,
2104,"腾讯","科技",34,0.311634,
